key,true_angle,pred_angle,usage
right,-1.0591549,-0.8498924374580383,train
left,-0.7061032999999999,-0.679637610912323,valid
center,-0.9061033,-0.9964261054992676,train
right,-1.1061033,-1.1080389022827148,train
left,-0.7483568,-0.8245996236801147,train
center,-0.9483568,-0.811428427696228,valid
right,-1.1483568,-0.7772096395492554,train
left,-0.7859153999999999,-0.725376307964325,train
center,-0.9859154,-1.0241832733154297,train
right,-1.1859154,-1.1446549892425537,train
left,-0.8,-0.786301851272583,none
center,-1.0,-0.9291346669197083,train
right,-1.2,-1.1630221605300903,train
left,-0.8,-0.8498473167419434,none
center,-1.0,-0.9770112633705139,train
right,-1.2,-1.1986606121063232,train
left,-0.8,-0.7935045957565308,none
center,-1.0,-1.0293763875961304,train
right,-1.2,-1.1548680067062378,train
left,-0.8,-0.6046087741851807,none
center,-1.0,-0.7894966006278992,train
right,-1.2,-1.0794981718063354,train
left,-0.8,-0.6065167784690857,train
center,-1.0,-0.9298340678215027,train
right,-1.2,-1.0693106651306152,train
left,-0.8,-0.7477585673332214,train
center,-1.0,-0.9413447380065918,train
right,-1.2,-1.129499912261963,train
left,-0.8,-0.8096631765365601,none
center,-1.0,-1.0749869346618652,train
right,-1.2,-1.217122197151184,train
left,-0.7812205999999999,-0.17159691452980042,valid
center,-0.9812206,-0.9594604969024658,train
right,-1.1812206,-1.203515648841858,valid
left,-0.6544600999999999,-0.548491895198822,train
center,-0.8544601,-0.8095191121101379,none
right,-1.0544601,-1.0561699867248535,train
left,-0.5652581999999999,0.5596289038658142,none
center,-0.7652582,-0.7370421886444092,train
right,-0.9652582000000001,-0.883567214012146,train
left,-0.2553991,0.5442447662353516,none
center,-0.4553991,0.23347485065460205,none
right,-0.6553991,-0.7083176374435425,train
left,0.02159620000000001,0.5695002675056458,none
center,-0.1784038,0.31472182273864746,none
right,-0.3784038,0.18319405615329742,none
left,0.4676056,0.47740262746810913,train
center,0.2676056,0.4483546316623688,none
right,0.06760559999999999,0.2358936369419098,none
left,0.6319249,0.5535047650337219,train
center,0.4319249,0.10446754097938538,none
right,0.2319249,0.3761988878250122,none
left,0.7586854000000001,0.7222285866737366,none
center,0.5586854,0.37563174962997437,none
right,0.3586854,0.3253630995750427,train
left,0.7680751000000001,0.7470363974571228,train
center,0.5680751,-0.2273058146238327,none
right,0.36807510000000004,0.1815403550863266,none
left,0.7680751000000001,0.4572784900665283,none
center,0.5680751,0.22820068895816803,none
right,0.36807510000000004,0.17553304135799408,train
left,0.7680751000000001,0.7250043749809265,train
center,0.5680751,0.349926233291626,train
right,0.36807510000000004,0.1026107668876648,none
left,0.7680751000000001,0.3648800849914551,none
center,0.5680751,0.40268900990486145,none
right,0.36807510000000004,0.24506372213363647,none
left,0.7305164,0.7356922030448914,train
center,0.5305164,0.3155662715435028,train
right,0.3305164,-0.007422193884849548,none
left,0.7070422000000001,0.7364548444747925,none
center,0.5070422,-0.07940669357776642,none
right,0.3070422,0.0744670033454895,none
left,0.6835681,0.6683918237686157,none
center,0.4835681,0.40240487456321716,none
right,0.2835681,0.10309982299804688,none
left,0.6835681,0.7004860043525696,train
center,0.4835681,0.35917165875434875,none
right,0.2835681,0.002489311620593071,none
left,0.6835681,0.4689541459083557,none
center,0.4835681,0.26878124475479126,none
right,0.2835681,0.0983911007642746,none
left,0.6788733,0.5832265019416809,train
center,0.4788733,0.21834930777549744,none
right,0.2788733,0.10012750327587128,none
left,0.6741784,0.47416630387306213,train
center,0.4741784,0.27776047587394714,none
right,0.2741784,0.13033470511436462,none
left,0.6694836,0.23943650722503662,none
center,0.4694836,0.31691497564315796,train
right,0.2694836,0.1297726333141327,none
left,0.6647887,0.5676410794258118,train
center,0.4647887,0.36980000138282776,train
right,0.2647887,-0.4622161090373993,none
left,0.6460094000000001,0.6526267528533936,none
center,0.4460094,0.09622372686862946,none
right,0.2460094,-0.279137521982193,none
left,0.5849765,0.2980634272098541,none
center,0.3849765,-0.008591510355472565,none
right,0.1849765,-0.39336997270584106,none
left,0.4723005,0.5051284432411194,none
center,0.2723005,0.22674569487571716,none
right,0.07230049999999999,-0.5344508290290833,none
left,0.3830986,0.23512139916419983,none
center,0.1830986,-0.2916598916053772,none
right,-0.01690140000000001,-0.6138349771499634,none
left,0.3126761,0.2390691488981247,train
center,0.1126761,-0.20144911110401154,none
right,-0.08732390000000001,-0.5287911891937256,none
left,0.3126761,0.20969229936599731,none
center,0.1126761,-0.27403855323791504,none
right,-0.08732390000000001,-0.43093162775039673,none
left,0.3079812,0.39541125297546387,none
center,0.1079812,-0.08844633400440216,none
right,-0.09201880000000001,-0.3898250460624695,none
left,0.3079812,0.2603992819786072,valid
center,0.1079812,-0.0670265406370163,train
right,-0.09201880000000001,-0.32867011427879333,none
left,0.3079812,0.017207108438014984,none
center,0.1079812,0.12041613459587097,none
right,-0.09201880000000001,-0.14316265285015106,none
left,0.3079812,-0.26993709802627563,none
center,0.1079812,0.11945545673370361,none
right,-0.09201880000000001,-0.4101375937461853,none
left,0.3079812,0.24504698812961578,none
center,0.1079812,0.11750954389572144,none
right,-0.09201880000000001,-0.31260770559310913,none
left,0.3032864,0.19335170090198517,none
center,0.1032864,0.056639306247234344,none
right,-0.09671360000000001,-0.2908960282802582,none
left,0.28450703,-0.03808436170220375,none
center,0.08450703,-0.078426793217659,train
right,-0.11549297000000001,-0.20237766206264496,none
left,0.195305164,0.19649824500083923,none
center,-0.004694836,-0.18422432243824005,none
right,-0.20469483600000002,-0.006633814424276352,none
left,0.14366197000000003,0.23158960044384003,none
center,-0.05633803,-0.1399882286787033,none
right,-0.25633803,0.05917547270655632,none
left,0.14366197000000003,0.429483562707901,none
center,-0.05633803,0.2626423239707947,none
right,-0.25633803,-0.17762696743011475,none
left,0.14366197000000003,0.1481071412563324,train
center,-0.05633803,0.10125185549259186,none
right,-0.25633803,-0.1856093853712082,none
left,0.14366197000000003,-0.13501524925231934,none
center,-0.05633803,-0.24471493065357208,none
right,-0.25633803,-0.24642260372638702,none
left,0.14366197000000003,0.07657044380903244,none
center,-0.05633803,-0.31795594096183777,none
right,-0.25633803,-0.33702564239501953,none
left,0.14366197000000003,0.14948512613773346,none
center,-0.05633803,-0.06165078654885292,none
right,-0.25633803,0.20753222703933716,none
left,0.14366197000000003,0.4644288122653961,none
center,-0.05633803,0.1538773775100708,none
right,-0.25633803,-0.05236031487584114,none
left,0.14366197000000003,0.5494695901870728,none
center,-0.05633803,0.011040542274713516,none
right,-0.25633803,-0.3630402088165283,none
left,0.14366197000000003,0.3741775155067444,none
center,-0.05633803,-0.04198203980922699,none
right,-0.25633803,-0.4858558773994446,none
left,0.12957746,0.3766189515590668,none
center,-0.07042254,0.09544660151004791,none
right,-0.27042254,-0.4522109925746918,none
left,0.12488263000000001,0.32392799854278564,none
center,-0.07511737,-0.056298915296792984,none
right,-0.27511737,-0.5038077235221863,none
left,0.12488263000000001,0.3084165155887604,none
center,-0.07511737,-0.06423495709896088,none
right,-0.27511737,-0.1664280742406845,none
left,0.12488263000000001,0.18657054007053375,none
center,-0.07511737,-0.0029720738530158997,none
right,-0.27511737,-0.17066366970539093,train
left,0.11549297000000001,0.09874656796455383,none
center,-0.08450703,-0.04841705784201622,none
right,-0.28450703,-0.2520342171192169,none
left,0.11549297000000001,0.3671721816062927,none
center,-0.08450703,0.04402614384889603,none
right,-0.28450703,-0.00465688481926918,none
left,0.11549297000000001,0.4318627715110779,none
center,-0.08450703,0.394989550113678,none
right,-0.28450703,0.046342700719833374,none
left,0.11549297000000001,0.4517292082309723,none
center,-0.08450703,0.2294059544801712,none
right,-0.28450703,-0.03205706179141998,none
left,0.11549297000000001,0.3988978862762451,none
center,-0.08450703,0.16044697165489197,none
right,-0.28450703,-0.007415711879730225,none
left,0.11549297000000001,0.25840234756469727,none
center,-0.08450703,0.16582249104976654,none
right,-0.28450703,-0.15380077064037323,none
left,0.11549297000000001,0.3136582672595978,none
center,-0.08450703,-0.03122619166970253,none
right,-0.28450703,-0.21659187972545624,none
left,0.11549297000000001,0.23838864266872406,none
center,-0.08450703,0.09561997652053833,none
right,-0.28450703,-0.22307151556015015,none
left,0.11549297000000001,0.19060085713863373,none
center,-0.08450703,0.018198687583208084,none
right,-0.28450703,-0.18933044373989105,none
left,0.07323940000000001,0.09746667742729187,none
center,-0.1267606,-0.020008239895105362,none
right,-0.3267606,-0.347857803106308,none
left,0.04507040000000001,0.040949296206235886,none
center,-0.1549296,-0.20622564852237701,none
right,-0.3549296,-0.25306540727615356,valid
left,0.04507040000000001,0.0054963454604148865,none
center,-0.1549296,-0.03952234610915184,none
right,-0.3549296,-0.41325995326042175,none
left,0.04507040000000001,-0.20144464075565338,none
center,-0.1549296,-0.18116946518421173,none
right,-0.3549296,-0.2832815647125244,none
left,0.04507040000000001,0.09554748237133026,none
center,-0.1549296,-0.03235870227217674,none
right,-0.3549296,-0.35871097445487976,none
left,0.04507040000000001,0.32177823781967163,none
center,-0.1549296,-0.1283249706029892,none
right,-0.3549296,-0.3322725296020508,none
left,0.04507040000000001,0.3258332312107086,none
center,-0.1549296,-0.041863568127155304,none
right,-0.3549296,-0.2943115830421448,none
left,0.04507040000000001,0.16012631356716156,none
center,-0.1549296,-0.07413201034069061,none
right,-0.3549296,-0.2236853539943695,train
left,0.04507040000000001,0.003222387284040451,none
center,-0.1549296,0.026947110891342163,none
right,-0.3549296,-0.24713866412639618,none
left,0.04037560000000001,-0.2668907046318054,none
center,-0.1596244,-0.14092449843883514,train
right,-0.3596244,-0.33165431022644043,none
left,0.04037560000000001,-0.24475128948688507,none
center,-0.1596244,-0.0030407309532165527,none
right,-0.3596244,-0.36887457966804504,none
left,0.04037560000000001,-0.08807945251464844,train
center,-0.1596244,-0.2936660945415497,none
right,-0.3596244,-0.4306616187095642,none
left,0.04037560000000001,0.31594061851501465,none
center,-0.1596244,-0.16064219176769257,none
right,-0.3596244,-0.3021020293235779,none
left,0.04037560000000001,0.16176871955394745,none
center,-0.1596244,-0.02842937782406807,none
right,-0.3596244,-0.47745203971862793,none
left,0.04037560000000001,0.19060058891773224,train
center,-0.1596244,-0.1660393625497818,none
right,-0.3596244,-0.06731556355953217,none
left,0.04037560000000001,0.09748691320419312,none
center,-0.1596244,0.03946381434798241,none
right,-0.3596244,-0.4269682466983795,none
left,0.04037560000000001,0.413792222738266,none
center,-0.1596244,0.10374267399311066,none
right,-0.3596244,-0.4256404638290405,valid
left,0.04037560000000001,0.3102426528930664,none
center,-0.1596244,0.2276058793067932,none
right,-0.3596244,0.1075650304555893,none
left,0.04037560000000001,0.2531125843524933,none
center,-0.1596244,0.1895170360803604,none
right,-0.3596244,-0.051358114928007126,none
left,0.04037560000000001,0.29322266578674316,none
center,-0.1596244,0.25867289304733276,none
right,-0.3596244,-0.33980563282966614,none
left,0.04037560000000001,0.4514944553375244,none
center,-0.1596244,0.309506356716156,none
right,-0.3596244,-0.2824733853340149,none
left,0.04037560000000001,0.3044707477092743,none
center,-0.1596244,0.24505697190761566,none
right,-0.3596244,-0.2821712791919708,none
left,0.04037560000000001,0.33805257081985474,none
center,-0.1596244,0.10874275863170624,none
right,-0.3596244,-0.32640016078948975,none
left,0.04037560000000001,0.34886783361434937,none
center,-0.1596244,0.10936437547206879,none
right,-0.3596244,-0.25894695520401,train
left,0.05446010000000001,0.34719914197921753,none
center,-0.1455399,-0.16824565827846527,none
right,-0.3455399,-0.4850654602050781,none
left,0.09671360000000001,0.39798131585121155,none
center,-0.1032864,-0.10852488875389099,none
right,-0.3032864,-0.32397428154945374,none
left,0.12488263000000001,-0.053982023149728775,none
center,-0.07511737,-0.08947566151618958,none
right,-0.27511737,-0.12875854969024658,none
left,0.15305164000000002,0.05121433362364769,none
center,-0.04694836,0.08500872552394867,none
right,-0.24694836,-0.11575102806091309,none
left,0.17652582,0.3131777346134186,none
center,-0.02347418,0.0941830575466156,none
right,-0.22347418000000002,-0.015258360654115677,none
left,0.209389671,0.17724944651126862,none
center,0.009389671,0.11550185084342957,none
right,-0.19061032900000002,-0.07397791743278503,none
left,0.23755869000000002,0.24490800499916077,none
center,0.03755869,0.11059625446796417,none
right,-0.16244131,0.11161518096923828,none
left,0.2657277,0.18484269082546234,none
center,0.0657277,-0.11201165616512299,none
right,-0.1342723,-0.007405335083603859,none
left,0.27981221,0.3031049966812134,none
center,0.07981221,0.09308719635009766,none
right,-0.12018779000000002,0.26292774081230164,none
left,0.29389672,0.2977293133735657,none
center,0.09389672,0.2025078386068344,none
right,-0.10610328000000001,0.1407664716243744,none
left,0.3173709,0.4200811982154846,none
center,0.1173709,0.2976241409778595,none
right,-0.08262910000000001,0.2902168333530426,none
left,0.3173709,0.44729942083358765,none
center,0.1173709,0.4774438142776489,none
right,-0.08262910000000001,0.3928024470806122,none
left,0.3173709,0.42864447832107544,none
center,0.1173709,0.40976986289024353,none
right,-0.08262910000000001,0.3414822220802307,none
left,0.3173709,0.40575307607650757,none
center,0.1173709,0.42297476530075073,none
right,-0.08262910000000001,0.38121145963668823,none
left,0.3173709,0.3788057565689087,none
center,0.1173709,0.41942280530929565,none
right,-0.08262910000000001,0.49724239110946655,none
left,0.3784038,0.38580846786499023,none
center,0.1784038,0.5910412073135376,none
right,-0.02159620000000001,0.5608938932418823,none
left,0.4769953,0.4995238482952118,train
center,0.2769953,0.5355689525604248,none
right,0.07699529999999999,0.5684927105903625,none
left,0.5004695,0.5713952779769897,none
center,0.3004695,0.5617700219154358,none
right,0.10046949999999999,0.631117045879364,none
left,0.5380281,0.5415516495704651,none
center,0.3380281,0.6082227230072021,none
right,0.1380281,0.5534040927886963,none
left,0.5896714000000001,0.5246821641921997,none
center,0.3896714,0.5723377466201782,none
right,0.1896714,0.6084364056587219,none
left,0.6413145,0.58937668800354,valid
center,0.4413145,0.6429839730262756,none
right,0.2413145,0.47285598516464233,none
left,0.6553991,0.6324929594993591,train
center,0.4553991,0.5070393085479736,none
right,0.2553991,0.5557708740234375,none
left,0.6741784,0.6612296104431152,valid
center,0.4741784,0.5228407979011536,none
right,0.2741784,0.5620947480201721,none
left,0.7070422000000001,0.6610003709793091,none
center,0.5070422,0.5732119679450989,none
right,0.3070422,0.6622973680496216,none
left,0.7305164,0.6637058258056641,none
center,0.5305164,0.5890379548072815,none
right,0.3305164,0.37326160073280334,none
left,0.7399061,0.6700752973556519,train
center,0.5399061,0.6205195188522339,train
right,0.33990610000000004,0.5793865919113159,none
left,0.7399061,0.6881740689277649,valid
center,0.5399061,0.6206950545310974,none
right,0.33990610000000004,0.4833737015724182,none
left,0.7399061,0.729576826095581,train
center,0.5399061,0.49876120686531067,none
right,0.33990610000000004,0.43620628118515015,none
left,0.7399061,0.7085205912590027,train
center,0.5399061,0.4445323646068573,none
right,0.33990610000000004,0.36259856820106506,valid
left,0.7399061,0.6482408046722412,train
center,0.5399061,0.35368528962135315,none
right,0.33990610000000004,0.4553372859954834,none
left,0.7399061,0.5813451409339905,train
center,0.5399061,0.32990044355392456,train
right,0.33990610000000004,0.3119165301322937,none
left,0.7023474000000001,0.5512564778327942,train
center,0.5023474,0.44429510831832886,none
right,0.3023474,0.24522994458675385,none
left,0.6225352,0.679571807384491,none
center,0.4225352,0.5047991871833801,none
right,0.2225352,0.34918808937072754,none
left,0.6178404,0.6520384550094604,train
center,0.4178404,0.45828312635421753,none
right,0.2178404,0.29771870374679565,none
left,0.6037559,0.5018020868301392,train
center,0.4037559,0.5478850603103638,valid
right,0.2037559,0.18038731813430786,none
left,0.6037559,0.588714599609375,none
center,0.4037559,0.47377127408981323,none
right,0.2037559,0.1611858308315277,none
left,0.6037559,0.6239488124847412,none
center,0.4037559,0.6098200678825378,none
right,0.2037559,0.3655446469783783,none
left,0.6037559,0.6333630084991455,train
center,0.4037559,0.4493081569671631,train
right,0.2037559,0.5297987461090088,none
left,0.6037559,0.6319913864135742,train
center,0.4037559,0.5790870189666748,none
right,0.2037559,0.37937793135643005,none
left,0.6037559,0.578336238861084,none
center,0.4037559,0.5857195258140564,none
right,0.2037559,0.43199655413627625,none
left,0.6037559,0.6136267185211182,train
center,0.4037559,0.4559122622013092,none
right,0.2037559,0.3619970679283142,none
left,0.6037559,0.6127855181694031,none
center,0.4037559,0.5526877045631409,none
right,0.2037559,0.4962162375450134,none
left,0.6037559,0.6824890375137329,train
center,0.4037559,0.5335996747016907,none
right,0.2037559,0.4391615390777588,none
left,0.6037559,0.6720273494720459,none
center,0.4037559,0.6923427581787109,valid
right,0.2037559,0.4526424705982208,train
left,0.6037559,0.6378316283226013,valid
center,0.4037559,0.6150906682014465,train
right,0.2037559,0.317348450422287,none
left,0.6037559,0.6729373931884766,train
center,0.4037559,0.5992326736450195,none
right,0.2037559,0.21798735857009888,none
left,0.6037559,0.648074209690094,train
center,0.4037559,0.5756913423538208,none
right,0.2037559,0.26054954528808594,none
left,0.6037559,0.6667001843452454,valid
center,0.4037559,0.6868250966072083,none
right,0.2037559,0.4682576656341553,none
left,0.5521127,0.5673198699951172,none
center,0.3521127,0.5731425881385803,none
right,0.1521127,0.5742499232292175,none
left,0.5192488,0.5872162580490112,train
center,0.3192488,0.5548402667045593,none
right,0.11924879999999999,0.2667640149593353,none
left,0.4676056,0.5643874406814575,none
center,0.2676056,0.5676522254943848,none
right,0.06760559999999999,0.324779748916626,none
left,0.4441315,0.43459469079971313,none
center,0.2441315,0.5118740797042847,none
right,0.04413149999999999,0.06154687702655792,none
left,0.4300469,0.5947816967964172,none
center,0.2300469,0.3122999668121338,none
right,0.030046899999999988,-0.3580954968929291,none
left,0.4206573,0.6466882228851318,none
center,0.2206573,0.20307745039463043,none
right,0.02065729999999999,-0.3704456388950348,none
left,0.4159625,0.498969167470932,none
center,0.2159625,0.0586971752345562,none
right,0.01596249999999999,-0.3610673248767853,none
left,0.4112676,0.38660866022109985,none
center,0.2112676,-0.2285986691713333,valid
right,0.011267599999999989,-0.33246538043022156,none
left,0.4065728,0.4471558630466461,none
center,0.2065728,-0.0067540183663368225,none
right,0.00657279999999999,-0.2562626600265503,none
left,0.3924883,0.24521176517009735,none
center,0.1924883,-0.12265822291374207,none
right,-0.00751170000000001,-0.28613561391830444,none
left,0.3549296,-0.23429827392101288,none
center,0.1549296,0.048272136598825455,none
right,-0.04507040000000001,-0.2531689405441284,none
left,0.29859154,-0.11049163341522217,none
center,0.09859154,-0.04780017212033272,none
right,-0.10140846,-0.3827916085720062,none
left,0.2657277,-0.045736078172922134,train
center,0.0657277,0.018990792334079742,none
right,-0.1342723,-0.15311813354492188,none
left,0.21408451,-0.056398216634988785,none
center,0.01408451,0.0003081914037466049,none
right,-0.18591549000000002,0.013348188251256943,none
left,0.14366197000000003,-0.001723267138004303,none
center,-0.05633803,-0.020486854016780853,none
right,-0.25633803,-0.23111535608768463,none
left,0.11549297000000001,0.22160984575748444,none
center,-0.08450703,0.09337708353996277,none
right,-0.28450703,-0.28198137879371643,none
left,0.05915490000000001,-0.05764083191752434,none
center,-0.1408451,-0.07839532196521759,none
right,-0.3408451,-0.19692163169384003,none
left,0.002816900000000011,0.013546004891395569,none
center,-0.1971831,-0.2642199993133545,none
right,-0.3971831,-0.4689728915691376,train
left,-0.011267599999999989,-0.08032476902008057,none
center,-0.2112676,-0.4627625048160553,none
right,-0.4112676,-0.4822552800178528,none
left,-0.06291079999999999,-0.09302489459514618,none
center,-0.2629108,-0.3250616788864136,none
right,-0.4629108,-0.4124819338321686,train
left,-0.10046949999999999,-0.1340760439634323,none
center,-0.3004695,-0.33322885632514954,none
right,-0.5004695,-0.5160517692565918,none
left,-0.10046949999999999,-0.11098664999008179,none
center,-0.3004695,-0.4126494824886322,none
right,-0.5004695,-0.6953885555267334,none
left,-0.10046949999999999,-0.12234610319137573,none
center,-0.3004695,-0.5411397218704224,train
right,-0.5004695,-0.7171022295951843,none
left,-0.10985919999999999,-0.3899099826812744,none
center,-0.3098592,-0.6550446152687073,none
right,-0.5098592,-0.6517789363861084,train
left,-0.1615023,-0.3148716986179352,none
center,-0.3615023,-0.6732478737831116,none
right,-0.5615023,-0.5883886218070984,none
left,-0.12394369999999999,-0.2535482943058014,none
center,-0.3239437,-0.3888087868690491,none
right,-0.5239437,-0.6656461358070374,none
left,-0.12394369999999999,-0.31384021043777466,none
center,-0.3239437,-0.5571721792221069,none
right,-0.5239437,-0.6064058542251587,none
left,-0.10516429999999999,-0.40776634216308594,none
center,-0.3051643,-0.4531567394733429,train
right,-0.5051643,-0.6667770147323608,none
left,-0.10516429999999999,-0.4527108371257782,none
center,-0.3051643,-0.533637523651123,none
right,-0.5051643,-0.7211073637008667,none
left,-0.1380281,-0.3851477801799774,none
center,-0.3380281,-0.5569034814834595,none
right,-0.5380281,-0.7514857053756714,train
left,-0.1802817,-0.41922566294670105,none
center,-0.3802817,-0.4981599450111389,none
right,-0.5802817,-0.7639446258544922,none
left,-0.2272301,-0.2850366234779358,none
center,-0.4272301,-0.5196942687034607,none
right,-0.6272301,-0.706343412399292,none
left,-0.2647887,-0.2905355393886566,none
center,-0.4647887,-0.5380422472953796,train
right,-0.6647887,-0.7544342875480652,valid
left,-0.2788733,-0.3374726176261902,train
center,-0.4788733,-0.5063666701316833,none
right,-0.6788733,-0.6928165555000305,train
left,-0.2788733,-0.21706439554691315,train
center,-0.4788733,-0.5244230031967163,none
right,-0.6788733,-0.6807908415794373,valid
left,-0.2788733,-0.2583555579185486,none
center,-0.4788733,-0.4893729090690613,none
right,-0.6788733,-0.7240308523178101,train
left,-0.2788733,-0.27960872650146484,none
center,-0.4788733,-0.4209136664867401,none
right,-0.6788733,-0.7008079290390015,none
left,-0.2788733,-0.2553538978099823,none
center,-0.4788733,-0.5454064011573792,none
right,-0.6788733,-0.6657974123954773,train
left,-0.2788733,-0.4239474833011627,none
center,-0.4788733,-0.4900527000427246,none
right,-0.6788733,-0.7076340913772583,train
left,-0.2788733,-0.5064034461975098,none
center,-0.4788733,-0.5486809611320496,valid
right,-0.6788733,-0.7182118892669678,none
left,-0.2788733,-0.441813588142395,none
center,-0.4788733,-0.4543669819831848,none
right,-0.6788733,-0.7012531757354736,train
left,-0.2788733,-0.45853498578071594,none
center,-0.4788733,-0.5766828656196594,none
right,-0.6788733,-0.6828216314315796,train
left,-0.2788733,-0.32257771492004395,none
center,-0.4788733,-0.49611520767211914,train
right,-0.6788733,-0.6383400559425354,train
left,-0.2788733,-0.27120938897132874,none
center,-0.4788733,-0.4890827536582947,none
right,-0.6788733,-0.7016893625259399,train
left,-0.2788733,-0.18752428889274597,none
center,-0.4788733,-0.589085578918457,none
right,-0.6788733,-0.6405090689659119,train
left,-0.2788733,-0.2911602854728699,none
center,-0.4788733,-0.5469463467597961,none
right,-0.6788733,-0.721047043800354,train
left,-0.2788733,-0.5286099910736084,none
center,-0.4788733,-0.5991252064704895,none
right,-0.6788733,-0.7474169135093689,train
left,-0.2788733,-0.30517521500587463,none
center,-0.4788733,-0.4599002003669739,none
right,-0.6788733,-0.6265174150466919,none
left,-0.2835681,-0.23262731730937958,none
center,-0.4835681,-0.45980310440063477,none
right,-0.6835681,-0.6556223034858704,train
left,-0.2788733,-0.2366291731595993,none
center,-0.4788733,-0.42165234684944153,none
right,-0.6788733,-0.6968281269073486,train
left,-0.2694836,-0.15110377967357635,none
center,-0.4694836,-0.42249444127082825,none
right,-0.6694836,-0.5890613198280334,none
left,-0.2366197,-0.18153785169124603,none
center,-0.4366197,-0.43532201647758484,none
right,-0.6366197,-0.5983691811561584,train
left,-0.199061,-0.007398977875709534,none
center,-0.399061,-0.021772004663944244,none
right,-0.5990610000000001,-0.20860494673252106,none
left,-0.1661972,0.22141598165035248,none
center,-0.3661972,0.1455916166305542,none
right,-0.5661972,-0.13938242197036743,none
left,-0.10985919999999999,0.29470929503440857,none
center,-0.3098592,-0.12248675525188446,none
right,-0.5098592,-0.28655728697776794,none
left,-0.07230049999999999,0.14842745661735535,none
center,-0.2723005,0.0992574393749237,none
right,-0.4723005,-0.5387963056564331,none
left,-0.05352109999999999,0.44484376907348633,none
center,-0.2535211,0.18680910766124725,none
right,-0.4535211,-0.3755095601081848,none
left,-0.02535209999999999,0.5670519471168518,none
center,-0.2253521,-0.11110810935497284,none
right,-0.4253521,-0.43440011143684387,none
left,-0.01596249999999999,0.4147782623767853,none
center,-0.2159625,0.33513420820236206,none
right,-0.4159625,-0.015659760683774948,none
left,-0.001877899999999988,0.5198753476142883,none
center,-0.2018779,0.4941442608833313,none
right,-0.4018779,0.022918254137039185,train
left,0.04976530000000001,0.2119951844215393,none
center,-0.1502347,0.3857651650905609,none
right,-0.3502347,-0.04533855989575386,none
left,0.08732390000000001,0.2066115289926529,none
center,-0.1126761,0.3678225874900818,none
right,-0.3126761,-0.28094521164894104,none
left,0.09671360000000001,0.449324369430542,none
center,-0.1032864,0.389182984828949,none
right,-0.3032864,0.27869871258735657,valid
left,0.09671360000000001,0.4429648518562317,none
center,-0.1032864,0.3006417453289032,none
right,-0.3032864,0.2668122947216034,valid
left,0.09671360000000001,0.48280611634254456,none
center,-0.1032864,0.398133784532547,none
right,-0.3032864,0.3007605969905853,none
left,0.11079812000000001,0.3033318519592285,none
center,-0.08920188,0.391333669424057,none
right,-0.28920188,0.2657943069934845,none
left,0.11549297000000001,0.2749269902706146,none
center,-0.08450703,0.5036868453025818,valid
right,-0.28450703,0.35699528455734253,none
left,0.1342723,0.1951851099729538,none
center,-0.0657277,0.3082527816295624,none
right,-0.2657277,0.15028016269207,none
left,0.1342723,0.2968381345272064,none
center,-0.0657277,0.2827315330505371,none
right,-0.2657277,0.12686271965503693,none
left,0.15774648000000002,0.3252379894256592,none
center,-0.04225352,0.2952499985694885,none
right,-0.24225352,0.010127220302820206,none
left,0.16713615,0.4656965434551239,none
center,-0.03286385,0.20777617394924164,none
right,-0.23286385,0.21712259948253632,none
left,0.18591549000000002,0.20228774845600128,none
center,-0.01408451,0.19123847782611847,none
right,-0.21408451,0.12096129357814789,none
left,0.21408451,0.20934250950813293,none
center,0.01408451,0.2114410102367401,none
right,-0.18591549000000002,0.46792399883270264,none
left,0.21408451,0.17798998951911926,none
center,0.01408451,0.16421137750148773,none
right,-0.18591549000000002,-0.17030781507492065,none
left,0.21408451,0.4277692437171936,none
center,0.01408451,0.0005085840821266174,none
right,-0.18591549000000002,-0.12302130460739136,none
left,0.21408451,0.2641330361366272,none
center,0.01408451,0.3439274728298187,none
right,-0.18591549000000002,-0.056063104420900345,none
left,0.21408451,0.2528722882270813,none
center,0.01408451,0.15406568348407745,none
right,-0.18591549000000002,0.011237099766731262,none
left,0.21408451,0.3740362524986267,train
center,0.01408451,0.17271901667118073,none
right,-0.18591549000000002,0.13830718398094177,none
left,0.2,0.2174651175737381,none
center,0.0,-0.012021195143461227,none
right,-0.2,-0.02811116725206375,none
left,0.2,0.09617090225219727,none
center,0.0,0.11654616892337799,none
right,-0.2,-0.14981107413768768,none
left,0.2,-0.38877755403518677,none
center,0.0,-0.32149237394332886,none
right,-0.2,-0.3960467278957367,none
left,0.2,-0.2384309321641922,none
center,0.0,0.02753940224647522,none
right,-0.2,-0.19621889293193817,none
left,0.2,-0.21466253697872162,none
center,0.0,-0.25578150153160095,none
right,-0.2,-0.4451206922531128,valid
left,0.2,-0.22012953460216522,none
center,0.0,-0.26821139454841614,none
right,-0.2,-0.4058612287044525,none
left,0.2,-0.22945784032344818,none
center,0.0,-0.4820944666862488,none
right,-0.2,-0.4488113820552826,none
left,0.2,-0.2272469848394394,valid
center,0.0,-0.4955957531929016,none
right,-0.2,-0.542261004447937,none
left,0.17183099000000002,-0.2605865001678467,none
center,-0.02816901,-0.46978387236595154,none
right,-0.22816901,-0.6114375591278076,none
left,0.11549297000000001,-0.2665358781814575,none
center,-0.08450703,-0.3000718057155609,none
right,-0.28450703,-0.58940589427948,none
